sector_purpose,year,value,scenario,variant,unit
Warmwasser,2010,3.6563595606219828,ZERO-Basis,KKW50,PJ
Warmwasser,2011,2.349378303666098,ZERO-Basis,KKW50,PJ
Warmwasser,2012,2.7531522087954348,ZERO-Basis,KKW50,PJ
Warmwasser,2013,3.381406742492276,ZERO-Basis,KKW50,PJ
Warmwasser,2014,1.9760523942434993,ZERO-Basis,KKW50,PJ
Warmwasser,2015,2.4383459395036398,ZERO-Basis,KKW50,PJ
Warmwasser,2016,2.771303900565771,ZERO-Basis,KKW50,PJ
Warmwasser,2017,2.6802386411501233,ZERO-Basis,KKW50,PJ
Warmwasser,2018,2.1318407408393663,ZERO-Basis,KKW50,PJ
Warmwasser,2019,2.3631130493265484,ZERO-Basis,KKW50,PJ
Warmwasser,2020,2.3457870559772407,ZERO-Basis,KKW50,PJ
Warmwasser,2021,2.2474470593702858,ZERO-Basis,KKW50,PJ
Warmwasser,2022,2.1575082290649714,ZERO-Basis,KKW50,PJ
Warmwasser,2023,2.075257567952127,ZERO-Basis,KKW50,PJ
Warmwasser,2024,1.9988564238615456,ZERO-Basis,KKW50,PJ
Warmwasser,2025,1.927793004469569,ZERO-Basis,KKW50,PJ
Warmwasser,2026,1.8609920073602049,ZERO-Basis,KKW50,PJ
Warmwasser,2027,1.797988056566605,ZERO-Basis,KKW50,PJ
Warmwasser,2028,1.7382196169106847,ZERO-Basis,KKW50,PJ
Warmwasser,2029,1.6812353781100673,ZERO-Basis,KKW50,PJ
Warmwasser,2030,1.6271851537948987,ZERO-Basis,KKW50,PJ
Warmwasser,2031,1.575021713026413,ZERO-Basis,KKW50,PJ
Warmwasser,2032,1.524510756043906,ZERO-Basis,KKW50,PJ
Warmwasser,2033,1.4755997070885205,ZERO-Basis,KKW50,PJ
Warmwasser,2034,1.4285279302439113,ZERO-Basis,KKW50,PJ
Warmwasser,2035,1.3833171559332673,ZERO-Basis,KKW50,PJ
Warmwasser,2036,1.33948372638354,ZERO-Basis,KKW50,PJ
Warmwasser,2037,1.2985475412634853,ZERO-Basis,KKW50,PJ
Warmwasser,2038,1.2597200190744604,ZERO-Basis,KKW50,PJ
Warmwasser,2039,1.222747346517624,ZERO-Basis,KKW50,PJ
Warmwasser,2040,1.1876468845130812,ZERO-Basis,KKW50,PJ
Warmwasser,2041,1.1537129565618454,ZERO-Basis,KKW50,PJ
Warmwasser,2042,1.1212434284380852,ZERO-Basis,KKW50,PJ
Warmwasser,2043,1.090069591519701,ZERO-Basis,KKW50,PJ
Warmwasser,2044,1.0600596380155387,ZERO-Basis,KKW50,PJ
Warmwasser,2045,1.0311844515249344,ZERO-Basis,KKW50,PJ
Warmwasser,2046,1.0031906133428865,ZERO-Basis,KKW50,PJ
Warmwasser,2047,0.9762033468536703,ZERO-Basis,KKW50,PJ
Warmwasser,2048,0.9501087185475434,ZERO-Basis,KKW50,PJ
Warmwasser,2049,0.9247948192716824,ZERO-Basis,KKW50,PJ
Warmwasser,2050,0.9002986989491025,ZERO-Basis,KKW50,PJ
Warmwasser,2051,0.8767314083801513,ZERO-Basis,KKW50,PJ
Warmwasser,2052,0.8543319460757618,ZERO-Basis,KKW50,PJ
Warmwasser,2053,0.8328712687483244,ZERO-Basis,KKW50,PJ
Warmwasser,2054,0.8122246351927932,ZERO-Basis,KKW50,PJ
Warmwasser,2055,0.7921965012584472,ZERO-Basis,KKW50,PJ
Warmwasser,2056,0.7726551988810622,ZERO-Basis,KKW50,PJ
Warmwasser,2057,0.7534277190300454,ZERO-Basis,KKW50,PJ
Warmwasser,2058,0.734424238382548,ZERO-Basis,KKW50,PJ
Warmwasser,2059,0.715505656900203,ZERO-Basis,KKW50,PJ
Warmwasser,2060,0.6965780405516155,ZERO-Basis,KKW50,PJ
Klimatisierung,2000,2.4412298413333855,ZERO-Basis,KKW50,PJ
Klimatisierung,2001,3.55761248127376,ZERO-Basis,KKW50,PJ
Klimatisierung,2002,2.9710294410497577,ZERO-Basis,KKW50,PJ
Klimatisierung,2003,3.0577805622889622,ZERO-Basis,KKW50,PJ
Klimatisierung,2004,3.3490292141414626,ZERO-Basis,KKW50,PJ
Klimatisierung,2005,2.9766216837414885,ZERO-Basis,KKW50,PJ
Klimatisierung,2006,2.7214909626259614,ZERO-Basis,KKW50,PJ
Klimatisierung,2007,2.884241200581234,ZERO-Basis,KKW50,PJ
Klimatisierung,2008,2.7945913176321127,ZERO-Basis,KKW50,PJ
Klimatisierung,2009,2.7961547558286557,ZERO-Basis,KKW50,PJ
Klimatisierung,2010,2.530598016281251,ZERO-Basis,KKW50,PJ
Klimatisierung,2011,2.86604715810548,ZERO-Basis,KKW50,PJ
Klimatisierung,2012,2.601635477677811,ZERO-Basis,KKW50,PJ
Klimatisierung,2013,2.3880898889467046,ZERO-Basis,KKW50,PJ
Klimatisierung,2014,2.4702967055586624,ZERO-Basis,KKW50,PJ
Klimatisierung,2015,2.369161663277262,ZERO-Basis,KKW50,PJ
Klimatisierung,2016,2.51813067150018,ZERO-Basis,KKW50,PJ
Klimatisierung,2017,2.568445192158283,ZERO-Basis,KKW50,PJ
Klimatisierung,2018,2.5383668609724506,ZERO-Basis,KKW50,PJ
Klimatisierung,2019,2.4796530393765,ZERO-Basis,KKW50,PJ
Klimatisierung,2020,1.5073291124655923,ZERO-Basis,KKW50,PJ
Klimatisierung,2021,1.5080239535682782,ZERO-Basis,KKW50,PJ
Klimatisierung,2022,1.5085471986038859,ZERO-Basis,KKW50,PJ
Klimatisierung,2023,1.5091915092364958,ZERO-Basis,KKW50,PJ
Klimatisierung,2024,1.5096043424538852,ZERO-Basis,KKW50,PJ
Klimatisierung,2025,1.509807239037833,ZERO-Basis,KKW50,PJ
Klimatisierung,2026,1.5096929095719205,ZERO-Basis,KKW50,PJ
Klimatisierung,2027,1.50926794408015,ZERO-Basis,KKW50,PJ
Klimatisierung,2028,1.5084628698738096,ZERO-Basis,KKW50,PJ
Klimatisierung,2029,1.5071564730284595,ZERO-Basis,KKW50,PJ
Klimatisierung,2030,1.505528176300469,ZERO-Basis,KKW50,PJ
Klimatisierung,2031,1.5032957421773716,ZERO-Basis,KKW50,PJ
Klimatisierung,2032,1.5005385024766122,ZERO-Basis,KKW50,PJ
Klimatisierung,2033,1.4972568822914414,ZERO-Basis,KKW50,PJ
Klimatisierung,2034,1.4935482767074055,ZERO-Basis,KKW50,PJ
Klimatisierung,2035,1.4894070695374078,ZERO-Basis,KKW50,PJ
Klimatisierung,2036,1.4839380400364237,ZERO-Basis,KKW50,PJ
Klimatisierung,2037,1.4788835513169727,ZERO-Basis,KKW50,PJ
Klimatisierung,2038,1.4734444433882419,ZERO-Basis,KKW50,PJ
Klimatisierung,2039,1.467603450501954,ZERO-Basis,KKW50,PJ
Klimatisierung,2040,1.4614417630213337,ZERO-Basis,KKW50,PJ
Klimatisierung,2041,1.4546285043791358,ZERO-Basis,KKW50,PJ
Klimatisierung,2042,1.4475157607869722,ZERO-Basis,KKW50,PJ
Klimatisierung,2043,1.4400395812040345,ZERO-Basis,KKW50,PJ
Klimatisierung,2044,1.432189086647755,ZERO-Basis,KKW50,PJ
Klimatisierung,2045,1.4240604451853796,ZERO-Basis,KKW50,PJ
Klimatisierung,2046,1.415391772366275,ZERO-Basis,KKW50,PJ
Klimatisierung,2047,1.4064258506279652,ZERO-Basis,KKW50,PJ
Klimatisierung,2048,1.3970957887799649,ZERO-Basis,KKW50,PJ
Klimatisierung,2049,1.3874078718585836,ZERO-Basis,KKW50,PJ
Klimatisierung,2050,1.3774557012769126,ZERO-Basis,KKW50,PJ
Klimatisierung,2051,1.3671525979225574,ZERO-Basis,KKW50,PJ
Klimatisierung,2052,1.35648081371931,ZERO-Basis,KKW50,PJ
Klimatisierung,2053,1.3454744454356764,ZERO-Basis,KKW50,PJ
Klimatisierung,2054,1.334139549050723,ZERO-Basis,KKW50,PJ
Klimatisierung,2055,1.3224736189690514,ZERO-Basis,KKW50,PJ
Klimatisierung,2056,1.3104890830320655,ZERO-Basis,KKW50,PJ
Klimatisierung,2057,1.2981280184284811,ZERO-Basis,KKW50,PJ
Klimatisierung,2058,1.2854380013805644,ZERO-Basis,KKW50,PJ
Klimatisierung,2059,1.2724208815653726,ZERO-Basis,KKW50,PJ
Klimatisierung,2060,1.259097448437228,ZERO-Basis,KKW50,PJ
Prozesswärme,2000,85.7135846844683,ZERO-Basis,KKW50,PJ
Prozesswärme,2001,86.75632263762661,ZERO-Basis,KKW50,PJ
Prozesswärme,2002,84.31553318146865,ZERO-Basis,KKW50,PJ
Prozesswärme,2003,83.40658207855877,ZERO-Basis,KKW50,PJ
Prozesswärme,2004,85.5725738192125,ZERO-Basis,KKW50,PJ
Prozesswärme,2005,86.30875417918892,ZERO-Basis,KKW50,PJ
Prozesswärme,2006,89.84721562983407,ZERO-Basis,KKW50,PJ
Prozesswärme,2007,92.95887806691698,ZERO-Basis,KKW50,PJ
Prozesswärme,2008,91.59029895383674,ZERO-Basis,KKW50,PJ
Prozesswärme,2009,82.79404805164951,ZERO-Basis,KKW50,PJ
Prozesswärme,2010,84.10806491548091,ZERO-Basis,KKW50,PJ
Prozesswärme,2011,86.59755510977602,ZERO-Basis,KKW50,PJ
Prozesswärme,2012,86.66187364874119,ZERO-Basis,KKW50,PJ
Prozesswärme,2013,84.10276065897794,ZERO-Basis,KKW50,PJ
Prozesswärme,2014,87.60340657526612,ZERO-Basis,KKW50,PJ
Prozesswärme,2015,81.96027762477668,ZERO-Basis,KKW50,PJ
Prozesswärme,2016,80.35151953056675,ZERO-Basis,KKW50,PJ
Prozesswärme,2017,81.93927574217638,ZERO-Basis,KKW50,PJ
Prozesswärme,2018,81.98467652391352,ZERO-Basis,KKW50,PJ
Prozesswärme,2019,80.31991848481411,ZERO-Basis,KKW50,PJ
Prozesswärme,2020,80.35043898823346,ZERO-Basis,KKW50,PJ
Prozesswärme,2021,79.53451031799908,ZERO-Basis,KKW50,PJ
Prozesswärme,2022,78.73456076978691,ZERO-Basis,KKW50,PJ
Prozesswärme,2023,77.95267421876555,ZERO-Basis,KKW50,PJ
Prozesswärme,2024,77.18944166950898,ZERO-Basis,KKW50,PJ
Prozesswärme,2025,76.440376541345,ZERO-Basis,KKW50,PJ
Prozesswärme,2026,75.63925575852,ZERO-Basis,KKW50,PJ
Prozesswärme,2027,74.84811438603093,ZERO-Basis,KKW50,PJ
Prozesswärme,2028,74.07088036337026,ZERO-Basis,KKW50,PJ
Prozesswärme,2029,73.31399897895895,ZERO-Basis,KKW50,PJ
Prozesswärme,2030,72.58228252063174,ZERO-Basis,KKW50,PJ
Prozesswärme,2031,71.86637961942164,ZERO-Basis,KKW50,PJ
Prozesswärme,2032,71.17837766286414,ZERO-Basis,KKW50,PJ
Prozesswärme,2033,70.51681908024152,ZERO-Basis,KKW50,PJ
Prozesswärme,2034,69.88148087557248,ZERO-Basis,KKW50,PJ
Prozesswärme,2035,69.27109539953976,ZERO-Basis,KKW50,PJ
Prozesswärme,2036,68.61574251560603,ZERO-Basis,KKW50,PJ
Prozesswärme,2037,67.97130759512825,ZERO-Basis,KKW50,PJ
Prozesswärme,2038,67.34251946635875,ZERO-Basis,KKW50,PJ
Prozesswärme,2039,66.72489932105651,ZERO-Basis,KKW50,PJ
Prozesswärme,2040,66.11614099391896,ZERO-Basis,KKW50,PJ
Prozesswärme,2041,65.46889909502272,ZERO-Basis,KKW50,PJ
Prozesswärme,2042,64.83193452133087,ZERO-Basis,KKW50,PJ
Prozesswärme,2043,64.20720046702233,ZERO-Basis,KKW50,PJ
Prozesswärme,2044,63.597323988763,ZERO-Basis,KKW50,PJ
Prozesswärme,2045,63.004471635139595,ZERO-Basis,KKW50,PJ
Prozesswärme,2046,62.390526606855,ZERO-Basis,KKW50,PJ
Prozesswärme,2047,61.796468476802204,ZERO-Basis,KKW50,PJ
Prozesswärme,2048,61.222237509699475,ZERO-Basis,KKW50,PJ
Prozesswärme,2049,60.66802408007955,ZERO-Basis,KKW50,PJ
Prozesswärme,2050,60.13401246013266,ZERO-Basis,KKW50,PJ
Prozesswärme,2051,59.59432788407908,ZERO-Basis,KKW50,PJ
Prozesswärme,2052,59.075270206315146,ZERO-Basis,KKW50,PJ
Prozesswärme,2053,58.57592337208629,ZERO-Basis,KKW50,PJ
Prozesswärme,2054,58.095366270608906,ZERO-Basis,KKW50,PJ
Prozesswärme,2055,57.63201307455918,ZERO-Basis,KKW50,PJ
Prozesswärme,2056,57.19414787625716,ZERO-Basis,KKW50,PJ
Prozesswärme,2057,56.76919340927835,ZERO-Basis,KKW50,PJ
Prozesswärme,2058,56.355807046687076,ZERO-Basis,KKW50,PJ
Prozesswärme,2059,55.95262009184443,ZERO-Basis,KKW50,PJ
Prozesswärme,2060,55.55798402192342,ZERO-Basis,KKW50,PJ
Prozesskälte,2000,3.924513646517945,ZERO-Basis,KKW50,PJ
Prozesskälte,2001,5.967741260532896,ZERO-Basis,KKW50,PJ
Prozesskälte,2002,4.3971305382524815,ZERO-Basis,KKW50,PJ
Prozesskälte,2003,4.507939604556762,ZERO-Basis,KKW50,PJ
Prozesskälte,2004,4.8650269903296985,ZERO-Basis,KKW50,PJ
Prozesskälte,2005,4.330334089248005,ZERO-Basis,KKW50,PJ
Prozesskälte,2006,4.08631664943739,ZERO-Basis,KKW50,PJ
Prozesskälte,2007,4.144349367259095,ZERO-Basis,KKW50,PJ
Prozesskälte,2008,4.522505995993295,ZERO-Basis,KKW50,PJ
Prozesskälte,2009,4.758293674896885,ZERO-Basis,KKW50,PJ
Prozesskälte,2010,4.641257696522533,ZERO-Basis,KKW50,PJ
Prozesskälte,2011,4.782748906903725,ZERO-Basis,KKW50,PJ
Prozesskälte,2012,4.851044752446353,ZERO-Basis,KKW50,PJ
Prozesskälte,2013,5.185764803824343,ZERO-Basis,KKW50,PJ
Prozesskälte,2014,4.647230853017745,ZERO-Basis,KKW50,PJ
Prozesskälte,2015,4.560391130803874,ZERO-Basis,KKW50,PJ
Prozesskälte,2016,4.80054404025821,ZERO-Basis,KKW50,PJ
Prozesskälte,2017,5.285237475880934,ZERO-Basis,KKW50,PJ
Prozesskälte,2018,4.5216651953169125,ZERO-Basis,KKW50,PJ
Prozesskälte,2019,4.454890694779978,ZERO-Basis,KKW50,PJ
Prozesskälte,2020,2.6982216901220615,ZERO-Basis,KKW50,PJ
Prozesskälte,2021,2.6604051330568774,ZERO-Basis,KKW50,PJ
Prozesskälte,2022,2.623210696243611,ZERO-Basis,KKW50,PJ
Prozesskälte,2023,2.586660268032369,ZERO-Basis,KKW50,PJ
Prozesskälte,2024,2.5506691080923622,ZERO-Basis,KKW50,PJ
Prozesskälte,2025,2.515239740481576,ZERO-Basis,KKW50,PJ
Prozesskälte,2026,2.4795251167853074,ZERO-Basis,KKW50,PJ
Prozesskälte,2027,2.4442784305272895,ZERO-Basis,KKW50,PJ
Prozesskälte,2028,2.409495394081764,ZERO-Basis,KKW50,PJ
Prozesskälte,2029,2.3752052952061184,ZERO-Basis,KKW50,PJ
Prozesskälte,2030,2.3414104686571475,ZERO-Basis,KKW50,PJ
Prozesskälte,2031,2.3082031039865134,ZERO-Basis,KKW50,PJ
Prozesskälte,2032,2.275295137894118,ZERO-Basis,KKW50,PJ
Prozesskälte,2033,2.2426038950167198,ZERO-Basis,KKW50,PJ
Prozesskälte,2034,2.210038817275268,ZERO-Basis,KKW50,PJ
Prozesskälte,2035,2.1776005295975462,ZERO-Basis,KKW50,PJ
Prozesskälte,2036,2.1448221353646164,ZERO-Basis,KKW50,PJ
Prozesskälte,2037,2.1119992274755406,ZERO-Basis,KKW50,PJ
Prozesskälte,2038,2.079436015004581,ZERO-Basis,KKW50,PJ
Prozesskälte,2039,2.0471931392239515,ZERO-Basis,KKW50,PJ
Prozesskälte,2040,2.0153294588154447,ZERO-Basis,KKW50,PJ
